,text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,text_casefold,text_clean,tokens,token_count,tokens_nostop,token_count_nostop
256,kapan buka loker lgi min,0,0,2025-12-16T01:11:05.000Z,nurainifazar2408,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,6964773561845711873,7584257054475666194,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b6230f5355d5cde91ce4aeff16b4edf0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a9355044&x-expires=1770796800&x-signature=Cg%2Bhsl50mqS%2FAQ0pdEe6mLMvXck%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_bgn2,kapan buka loker lgi min,kapan buka loker lgi min,"['kapan', 'buka', 'loker', 'lgi', 'min']",5,"['buka', 'loker', 'lgi', 'min']",4
257,"di desaku mbg belum ada, pak kades di desaku utang 40 juta buat bangun sppg😭",0,0,2025-12-16T00:44:57.000Z,wiwin.nuriyah8,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7310908502167094278,7584250255798895378,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e0317a99f5eed74a05eecccc948e50a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0203888d&x-expires=1770796800&x-signature=qONXwQiA5az32t7rBYCReCbobdI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,mbg_tiktok_bgn2,"di desaku mbg belum ada, pak kades di desaku utang 40 juta buat bangun sppg😭",di desaku mbg belum ada pak kades di desaku utang juta buat bangun sppg,"['di', 'desaku', 'mbg', 'belum', 'ada', 'pak', 'kades', 'di', 'desaku', 'utang', 'juta', 'buat', 'bangun', 'sppg']",14,"['desaku', 'mbg', 'kades', 'desaku', 'utang', 'juta', 'bangun', 'sppg']",8
258,"MIN,KLO MBG DATANGNYA TERLAMBAT ADUANNYA KEMANA NIH???
INI KLO TELAT CUMA SEHARI SI GPP LAH INI UDAH SEMINGGU MASA LAMBAT TERUS KASIHAN ANAK² GA MAKAN DARI PAGI",0,0,2025-12-16T02:44:35.000Z,vioni844,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,6848860060895364098,7584281158637519632,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7f68a3391e00c219dece1f65efbfab55~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=03d4a6e3&x-expires=1770796800&x-signature=jf6SSYi0t%2BEanhc9KEuO2R9bATY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,mbg_tiktok_bgn2,"min,klo mbg datangnya terlambat aduannya kemana nih???
ini klo telat cuma sehari si gpp lah ini udah seminggu masa lambat terus kasihan anak² ga makan dari pagi",min klo mbg datangnya terlambat aduannya kemana nih ini klo telat cuma sehari si gpp lah ini udah seminggu masa lambat terus kasihan anak² ga makan dari pagi,"['min', 'klo', 'mbg', 'datangnya', 'terlambat', 'aduannya', 'kemana', 'nih', 'ini', 'klo', 'telat', 'cuma', 'sehari', 'si', 'gpp', 'lah', 'ini', 'udah', 'seminggu', 'masa', 'lambat', 'terus', 'kasihan', 'anak²', 'ga', 'makan', 'dari', 'pagi']",28,"['min', 'klo', 'mbg', 'datangnya', 'terlambat', 'aduannya', 'klo', 'telat', 'sehari', 'si', 'gpp', 'seminggu', 'lambat', 'kasihan', 'anak²', 'ga', 'makan', 'pagi']",18
259,Ada.. saran tidak kan sebentar lagi mau libur PAS nah MBG nya itu harus gimana apakh akan terus lewat makanan tau uang?. karena percuma juga kalaw mbg nya berbentuk makanan kan semuanya pasti tidak ada di sekolah dan juga pasti ada yang keluar kota... nah sarannya mending pake cara seperti apa ni ka? menurut saya mending uang aja.. perminggu jadi kalo sekolah sudah mulai lagi baru.. mbg nya berbentuk makanan bergizi lagi 🙏🏻😅,0,0,2025-12-16T01:08:48.000Z,a.l.l03,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7480687793481942034,7584256456364049160,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/eca86082edb4ef1f938baa6ec643c7af~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=142b0690&x-expires=1770796800&x-signature=imfkpOy8fXH8zan0DruvDZif6Lg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,mbg_tiktok_bgn2,ada.. saran tidak kan sebentar lagi mau libur pas nah mbg nya itu harus gimana apakh akan terus lewat makanan tau uang?. karena percuma juga kalaw mbg nya berbentuk makanan kan semuanya pasti tidak ada di sekolah dan juga pasti ada yang keluar kota... nah sarannya mending pake cara seperti apa ni ka? menurut saya mending uang aja.. perminggu jadi kalo sekolah sudah mulai lagi baru.. mbg nya berbentuk makanan bergizi lagi 🙏🏻😅,ada saran tidak kan sebentar lagi mau libur pas nah mbg nya itu harus gimana apakh akan terus lewat makanan tau uang karena percuma juga kalaw mbg nya berbentuk makanan kan semuanya pasti tidak ada di sekolah dan juga pasti ada yang keluar kota nah sarannya mending pake cara seperti apa ni ka menurut saya mending uang aja perminggu jadi kalo sekolah sudah mulai lagi baru mbg nya berbentuk makanan bergizi lagi,"['ada', 'saran', 'tidak', 'kan', 'sebentar', 'lagi', 'mau', 'libur', 'pas', 'nah', 'mbg', 'nya', 'itu', 'harus', 'gimana', 'apakh', 'akan', 'terus', 'lewat', 'makanan', 'tau', 'uang', 'karena', 'percuma', 'juga', 'kalaw', 'mbg', 'nya', 'berbentuk', 'makanan', 'kan', 'semuanya', 'pasti', 'tidak', 'ada', 'di', 'sekolah', 'dan', 'juga', 'pasti', 'ada', 'yang', 'keluar', 'kota', 'nah', 'sarannya', 'mending', 'pake', 'cara', 'seperti', 'apa', 'ni', 'ka', 'menurut', 'saya', 'mending', 'uang', 'aja', 'perminggu', 'jadi', 'kalo', 'sekolah', 'sudah', 'mulai', 'lagi', 'baru', 'mbg', 'nya', 'berbentuk', 'makanan', 'bergizi', 'lagi']",72,"['saran', 'sebentar', 'libur', 'pas', 'mbg', 'gimana', 'apakh', 'makanan', 'tau', 'uang', 'kalaw', 'mbg', 'berbentuk', 'makanan', 'sekolah', 'kota', 'sarannya', 'mending', 'ni', 'ka', 'mending', 'uang', 'perminggu', 'sekolah', 'mbg', 'berbentuk', 'makanan', 'bergizi']",28
260,"min aku mau lapor nih soal mbg di sekolah aku. Kan disekolah aku ini udh mau libur sekolah karena udh kelar ujian semester dan juga kan mau libur panjang tahun baru?. Jadinya aku mikir eh mbg udh gak dapetng karena udh mau libur sekolah. Pas aku searcing² tau² nya ttp dapat mbg walaupun kondisinya kita siswa libur. Nah kemarin di hari senin tanggal 15 desember 2025 di sekolah aku mbg nya kek spesial gtu. Dapat satu kantong lumayan besar sih. Dapat 1 kotak susu fullcream ukuran 1liter. dapat 2 buah jga ( apel dan pisang ) trus dapat roti ( kek semacam roti merek sari roti gtu yg se plastiknya ada 7 roti gtu kali yah ukuran kotak² ) trus dpt 1 bungkus snack kacang gtu merek sukro. Nah lucunya dan yang mau aku laporin ke mimin alias admin akun badan gizi nasional. Informasi dari dapurnya mbg ini buat satu minggu ke depan. jadi nya mbg datang ke sekolah aku hari senin depan lagi tanggal 22 desember 2025.
Aku heran dong kok bisa gtu?masalahnya kan mbg waktu operasionalnya 6 hari kerja artinya dia ngelayanin kita selama 6 haru bukan 1x per minggu. trus masalahnya 1 siswa jga cmn dpt 1 bingkisan ( 1 paket mbg buat 1 minggu kedepan? ) kan lucu min. aku juga udh nemu surat edaran dari badan gizi nasional kalau operasional mbg ttp jalan seperti biasa meskipun dalam kondisi libur panjang. alias 6 hari kerja.
tolong yah min bantu ditelusurin kan anggaran dari pemerintah turun trus gak setop². masa dapurnya cmn ngelayanin 1x per minggu sih?",0,0,2025-12-16T13:15:55.000Z,hampala_07,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7090997814202254363,7584443875663004436,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/f6f8b305ff7bba26954d07f0eb6db090~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e6ef3135&x-expires=1770796800&x-signature=kK0LeKRXyaVYH2i7FqwdkCRMong%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,mbg_tiktok_bgn2,"min aku mau lapor nih soal mbg di sekolah aku. kan disekolah aku ini udh mau libur sekolah karena udh kelar ujian semester dan juga kan mau libur panjang tahun baru?. jadinya aku mikir eh mbg udh gak dapetng karena udh mau libur sekolah. pas aku searcing² tau² nya ttp dapat mbg walaupun kondisinya kita siswa libur. nah kemarin di hari senin tanggal 15 desember 2025 di sekolah aku mbg nya kek spesial gtu. dapat satu kantong lumayan besar sih. dapat 1 kotak susu fullcream ukuran 1liter. dapat 2 buah jga ( apel dan pisang ) trus dapat roti ( kek semacam roti merek sari roti gtu yg se plastiknya ada 7 roti gtu kali yah ukuran kotak² ) trus dpt 1 bungkus snack kacang gtu merek sukro. nah lucunya dan yang mau aku laporin ke mimin alias admin akun badan gizi nasional. informasi dari dapurnya mbg ini buat satu minggu ke depan. jadi nya mbg datang ke sekolah aku hari senin depan lagi tanggal 22 desember 2025.
aku heran dong kok bisa gtu?masalahnya kan mbg waktu operasionalnya 6 hari kerja artinya dia ngelayanin kita selama 6 haru bukan 1x per minggu. trus masalahnya 1 siswa jga cmn dpt 1 bingkisan ( 1 paket mbg buat 1 minggu kedepan? ) kan lucu min. aku juga udh nemu surat edaran dari badan gizi nasional kalau operasional mbg ttp jalan seperti biasa meskipun dalam kondisi libur panjang. alias 6 hari kerja.
tolong yah min bantu ditelusurin kan anggaran dari pemerintah turun trus gak setop². masa dapurnya cmn ngelayanin 1x per minggu sih?",min aku mau lapor nih soal mbg di sekolah aku kan disekolah aku ini udh mau libur sekolah karena udh kelar ujian semester dan juga kan mau libur panjang tahun baru jadinya aku mikir eh mbg udh gak dapetng karena udh mau libur sekolah pas aku searcing² tau² nya ttp dapat mbg walaupun kondisinya kita siswa libur nah kemarin di hari senin tanggal desember di sekolah aku mbg nya kek spesial gtu dapat satu kantong lumayan besar sih dapat kotak susu fullcream ukuran liter dapat buah jga apel dan pisang trus dapat roti kek semacam roti merek sari roti gtu yg se plastiknya ada roti gtu kali yah ukuran kotak² trus dpt bungkus snack kacang gtu merek sukro nah lucunya dan yang mau aku laporin ke mimin alias admin akun badan gizi nasional informasi dari dapurnya mbg ini buat satu minggu ke depan jadi nya mbg datang ke sekolah aku hari senin depan lagi tanggal desember aku heran dong kok bisa gtu masalahnya kan mbg waktu operasionalnya hari kerja artinya dia ngelayanin kita selama haru bukan x per minggu trus masalahnya siswa jga cmn dpt bingkisan paket mbg buat minggu kedepan kan lucu min aku juga udh nemu surat edaran dari badan gizi nasional kalau operasional mbg ttp jalan seperti biasa meskipun dalam kondisi libur panjang alias hari kerja tolong yah min bantu ditelusurin kan anggaran dari pemerintah turun trus gak setop² masa dapurnya cmn ngelayanin x per minggu sih,"['min', 'aku', 'mau', 'lapor', 'nih', 'soal', 'mbg', 'di', 'sekolah', 'aku', 'kan', 'disekolah', 'aku', 'ini', 'udh', 'mau', 'libur', 'sekolah', 'karena', 'udh', 'kelar', 'ujian', 'semester', 'dan', 'juga', 'kan', 'mau', 'libur', 'panjang', 'tahun', 'baru', 'jadinya', 'aku', 'mikir', 'eh', 'mbg', 'udh', 'gak', 'dapetng', 'karena', 'udh', 'mau', 'libur', 'sekolah', 'pas', 'aku', 'searcing²', 'tau²', 'nya', 'ttp', 'dapat', 'mbg', 'walaupun', 'kondisinya', 'kita', 'siswa', 'libur', 'nah', 'kemarin', 'di', 'hari', 'senin', 'tanggal', 'desember', 'di', 'sekolah', 'aku', 'mbg', 'nya', 'kek', 'spesial', 'gtu', 'dapat', 'satu', 'kantong', 'lumayan', 'besar', 'sih', 'dapat', 'kotak', 'susu', 'fullcream', 'ukuran', 'liter', 'dapat', 'buah', 'jga', 'apel', 'dan', 'pisang', 'trus', 'dapat', 'roti', 'kek', 'semacam', 'roti', 'merek', 'sari', 'roti', 'gtu', 'yg', 'se', 'plastiknya', 'ada', 'roti', 'gtu', 'kali', 'yah', 'ukuran', 'kotak²', 'trus', 'dpt', 'bungkus', 'snack', 'kacang', 'gtu', 'merek', 'sukro', 'nah', 'lucunya', 'dan', 'yang', 'mau', 'aku', 'laporin', 'ke', 'mimin', 'alias', 'admin', 'akun', 'badan', 'gizi', 'nasional', 'informasi', 'dari', 'dapurnya', 'mbg', 'ini', 'buat', 'satu', 'minggu', 'ke', 'depan', 'jadi', 'nya', 'mbg', 'datang', 'ke', 'sekolah', 'aku', 'hari', 'senin', 'depan', 'lagi', 'tanggal', 'desember', 'aku', 'heran', 'dong', 'kok', 'bisa', 'gtu', 'masalahnya', 'kan', 'mbg', 'waktu', 'operasionalnya', 'hari', 'kerja', 'artinya', 'dia', 'ngelayanin', 'kita', 'selama', 'haru', 'bukan', 'x', 'per', 'minggu', 'trus', 'masalahnya', 'siswa', 'jga', 'cmn', 'dpt', 'bingkisan', 'paket', 'mbg', 'buat', 'minggu', 'kedepan', 'kan', 'lucu', 'min', 'aku', 'juga', 'udh', 'nemu', 'surat', 'edaran', 'dari', 'badan', 'gizi', 'nasional', 'kalau', 'operasional', 'mbg', 'ttp', 'jalan', 'seperti', 'biasa', 'meskipun', 'dalam', 'kondisi', 'libur', 'panjang', 'alias', 'hari', 'kerja', 'tolong', 'yah', 'min', 'bantu', 'ditelusurin', 'kan', 'anggaran', 'dari', 'pemerintah', 'turun', 'trus', 'gak', 'setop²', 'masa', 'dapurnya', 'cmn', 'ngelayanin', 'x', 'per', 'minggu', 'sih']",240,"['min', 'lapor', 'mbg', 'sekolah', 'disekolah', 'libur', 'sekolah', 'kelar', 'ujian', 'semester', 'libur', 'mikir', 'eh', 'mbg', 'dapetng', 'libur', 'sekolah', 'pas', 'searcing²', 'tau²', 'ttp', 'mbg', 'kondisinya', 'siswa', 'libur', 'kemarin', 'senin', 'tanggal', 'desember', 'sekolah', 'mbg', 'kek', 'spesial', 'gtu', 'kantong', 'lumayan', 'kotak', 'susu', 'fullcream', 'ukuran', 'liter', 'buah', 'jga', 'apel', 'pisang', 'trus', 'roti', 'kek', 'roti', 'merek', 'sari', 'roti', 'gtu', 'plastiknya', 'roti', 'gtu', 'kali', 'ukuran', 'kotak²', 'trus', 'dpt', 'bungkus', 'snack', 'kacang', 'gtu', 'merek', 'sukro', 'lucunya', 'laporin', 'mimin', 'alias', 'admin', 'akun', 'badan', 'gizi', 'nasional', 'informasi', 'dapurnya', 'mbg', 'minggu', 'mbg', 'sekolah', 'senin', 'tanggal', 'desember', 'heran', 'gtu', 'mbg', 'operasionalnya', 'kerja', 'ngelayanin', 'haru', 'minggu', 'trus', 'siswa', 'jga', 'cmn', 'dpt', 'bingkisan', 'paket', 'mbg', 'minggu', 'kedepan', 'lucu', 'min', 'nemu', 'surat', 'edaran', 'badan', 'gizi', 'nasional', 'operasional', 'mbg', 'ttp', 'jalan', 'kondisi', 'libur', 'alias', 'kerja', 'min', 'bantu', 'ditelusurin', 'anggaran', 'pemerintah', 'turun', 'trus', 'setop²', 'dapurnya', 'cmn', 'ngelayanin', 'minggu']",131
261,"di suport ges....
ya klo mau enak trs kalian beli sendiri makanan/minuman nya",0,0,2026-02-01T14:40:12.000Z,hada.fauzan96,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,6904845355751851014,7601906575255749396,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb6de3064ce102456256e62829701a56~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d5659bc&x-expires=1770796800&x-signature=c5bKbdSD90%2BGX4ReNz9IG7dt0Nw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,"di suport ges....
ya klo mau enak trs kalian beli sendiri makanan/minuman nya",di suport ges ya klo mau enak trs kalian beli sendiri makanan minuman nya,"['di', 'suport', 'ges', 'ya', 'klo', 'mau', 'enak', 'trs', 'kalian', 'beli', 'sendiri', 'makanan', 'minuman', 'nya']",14,"['suport', 'ges', 'klo', 'enak', 'trs', 'beli', 'makanan', 'minuman']",8
262,Menu hari MBG,0,0,2025-12-18T03:38:39.000Z,haromin618,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,6969182264090231809,7585037257209660161,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/58212a18e0388884b4de621bae093e0c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9e884a6&x-expires=1770796800&x-signature=5qaOG7xE5upEvgucmzfbL9uXjPE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,menu hari mbg,menu hari mbg,"['menu', 'hari', 'mbg']",3,"['menu', 'mbg']",2
263,🥰,0,0,2025-12-16T00:17:29.000Z,almira15783,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7478232913924277269,7584243209959523090,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/da62dd2efc26d0f339a4b6b7b681ed5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c837b6e&x-expires=1770796800&x-signature=QFC04%2BI%2FzOW8fsp89ykIEJRQm9g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,🥰,,[],0,[],0
264,😁,0,0,2025-12-20T10:57:46.000Z,rei.pink1,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7468311646362371090,7585892606694048519,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/852d8b714610d177cd6cdaf7572fcfd6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ef16dbf9&x-expires=1770796800&x-signature=slOiHgcHnp7NYt80VgzMYqt0xfo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,😁,,[],0,[],0
265,🥰🥰🥰🥰🥰🥰,0,0,2025-12-17T06:57:40.000Z,aliansi.indonesiaraya,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7558688877876904978,7584717455869674258,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/27f12c0c9663485520570c198d3815ad~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ce2586e&x-expires=1770796800&x-signature=miYQyZYh33WI9vKQ83%2BJMZ6PvfI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,🥰🥰🥰🥰🥰🥰,,[],0,[],0
266,keren min.. @badangizinasional.ri 🥰🥰🥰,0,0,2025-12-21T11:22:04.000Z,sppg.dapur.lilis,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7572488200170685457,7586269939015811856,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/815da66d0d30bdf22e2de6b8d2c89eab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f8c5c7ab&x-expires=1770796800&x-signature=M6QNFLLy18QUZ6w4KpObtK0RCrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,keren min.. @badangizinasional.ri 🥰🥰🥰,keren min ri,"['keren', 'min', 'ri']",3,"['keren', 'min', 'ri']",3
267,😳,0,0,2025-12-17T11:12:39.000Z,_sweet.candyh,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7328287635029509125,7584783188883456789,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/739cab01695f9d72f3b19efef073769d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d1384da&x-expires=1770796800&x-signature=l3t8QcgXBhWp7%2Fk9U9krQeF0gUA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,😳,,[],0,[],0
268,😂😂😂,0,0,2026-01-29T11:38:44.000Z,bian2kdbelitang,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7141818602802201626,7600746513007166209,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f50092bcbece25a33128b3111e82a5bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=267e36ce&x-expires=1770796800&x-signature=T7jI6w0dy4z3sAvc9c3LfxaaVoY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,😂😂😂,,[],0,[],0
269,🥰🥰🥰,0,0,2026-01-30T09:11:13.000Z,lawelujangg,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,6997747652549149698,7601079603231326997,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3ed36123da40ca1f1d8a484fc1a23ed8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1345434c&x-expires=1770796800&x-signature=y9zvFjeA5iQ3Hy0ph%2BVVSLZzNMs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,🥰🥰🥰,,[],0,[],0
270,🥰,0,0,2025-12-17T17:21:10.000Z,ruang_hening28,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,6792571490241954818,7584878148905927442,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a5d5797bbd0d60f4c0f0f4dd8e546b5e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bb50cd06&x-expires=1770796800&x-signature=cac%2BL64DEzZA4%2BFsX7kZxt7sLO0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,🥰,,[],0,[],0
271,🔥🔥🔥🫶🫶,0,0,2026-01-04T05:17:05.000Z,sppgmarosbmminasabaji,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7513383669731607553,7591371093877932817,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7bd5c758a213062bdb60275af3570c6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62d66303&x-expires=1770796800&x-signature=vbGXC5W9sf2w7v2j%2Fhfew%2F3z9%2FE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,🔥🔥🔥🫶🫶,,[],0,[],0
272,"saran dong bpjs nya ada iuran jaminan hari tua nya,ini bpjsnya cuma jkk sama jkm saja ...",0,0,2025-12-20T04:33:04.000Z,_outside87,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7457923839172232210,7585793447300203285,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/131a996a4af2b25db66fd42cc054d570~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e6f68d48&x-expires=1770796800&x-signature=gY2yxhrtn9qnl7IuI2VxM4nnECc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,"saran dong bpjs nya ada iuran jaminan hari tua nya,ini bpjsnya cuma jkk sama jkm saja ...",saran dong bpjs nya ada iuran jaminan hari tua nya ini bpjsnya cuma jkk sama jkm saja,"['saran', 'dong', 'bpjs', 'nya', 'ada', 'iuran', 'jaminan', 'hari', 'tua', 'nya', 'ini', 'bpjsnya', 'cuma', 'jkk', 'sama', 'jkm', 'saja']",17,"['saran', 'bpjs', 'iuran', 'jaminan', 'tua', 'bpjsnya', 'jkk', 'jkm']",8
273,"BGN jngan hnya duduk manis di jakarta saja, kunjungi kami di dearah juga, karena sampai hari ini petani dan peternak di Desa hanya jadi penonton, jadi jngan buat konten untuk menghibur saja sedangkan faktanya tdk ada.",0,0,2026-01-17T10:49:06.000Z,servianayhoar,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7271432683153687554,7596280769438401298,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f5321b037f1f687f878c328e787434c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f2765d08&x-expires=1770796800&x-signature=64T5hvSDMFN%2BHmo18K1qdd%2BA7uA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,"bgn jngan hnya duduk manis di jakarta saja, kunjungi kami di dearah juga, karena sampai hari ini petani dan peternak di desa hanya jadi penonton, jadi jngan buat konten untuk menghibur saja sedangkan faktanya tdk ada.",bgn jngan hnya duduk manis di jakarta saja kunjungi kami di dearah juga karena sampai hari ini petani dan peternak di desa hanya jadi penonton jadi jngan buat konten untuk menghibur saja sedangkan faktanya tdk ada,"['bgn', 'jngan', 'hnya', 'duduk', 'manis', 'di', 'jakarta', 'saja', 'kunjungi', 'kami', 'di', 'dearah', 'juga', 'karena', 'sampai', 'hari', 'ini', 'petani', 'dan', 'peternak', 'di', 'desa', 'hanya', 'jadi', 'penonton', 'jadi', 'jngan', 'buat', 'konten', 'untuk', 'menghibur', 'saja', 'sedangkan', 'faktanya', 'tdk', 'ada']",36,"['bgn', 'jngan', 'hnya', 'duduk', 'manis', 'jakarta', 'kunjungi', 'dearah', 'petani', 'peternak', 'desa', 'penonton', 'jngan', 'konten', 'menghibur', 'faktanya', 'tdk']",17
274,"ijin min kalo mau nyidak dapur jangan d kasi tau dulu bagian dapurnya ,, langsung datangin dapurnya tanpa sepengetahuan dapurnya",0,0,2026-01-29T11:31:36.000Z,ferrysanjaya33,https://www.tiktok.com/@badangizinasional.ri/video/7584240338525539605,7190329728116769793,7600744722365842184,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7222937253948882970~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3e8584ab&x-expires=1770796800&x-signature=JK0tq1z1xgaXIi%2BHLkdK0gw6rPk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_bgn2,"ijin min kalo mau nyidak dapur jangan d kasi tau dulu bagian dapurnya ,, langsung datangin dapurnya tanpa sepengetahuan dapurnya",ijin min kalo mau nyidak dapur jangan d kasi tau dulu bagian dapurnya langsung datangin dapurnya tanpa sepengetahuan dapurnya,"['ijin', 'min', 'kalo', 'mau', 'nyidak', 'dapur', 'jangan', 'd', 'kasi', 'tau', 'dulu', 'bagian', 'dapurnya', 'langsung', 'datangin', 'dapurnya', 'tanpa', 'sepengetahuan', 'dapurnya']",19,"['ijin', 'min', 'nyidak', 'dapur', 'kasi', 'tau', 'dapurnya', 'langsung', 'datangin', 'dapurnya', 'sepengetahuan', 'dapurnya']",12
